iid,match,goal,round,gender,age,field_cd,imprace,imprelig,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,match_es,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr,sinc,intel,fun,amb,shar,norm_match,norm_match_es,career_c:Lawyer,career_c:Academic/Research,career_c:Psychologist,career_c:Doctor/Medicine,career_c:Engineer,career_c:Creative Arts/Entertainment,career_c:Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,career_c:Real Estate,career_c:International/Humanitarian Affairs,career_c:Undecided,career_c:Social Work,career_c:Speech Pathology,career_c:Politics,career_c:Pro sports/Athletics,career_c:Other,career_c:Architecture,country/continent:Africa,country/continent:Asia,country/continent:Australia,country/continent:Canada,country/continent:Central America,country/continent:Europe,country/continent:North America,country/continent:Siberia,country/continent:South America,country/continent:USA,race:Black/African American,race:European/Caucasian-American,race:Latino/Hispanic American,race:Asian/Pacific Islander/Asian-American,race:Other
351,5,2.0,18,0,35.0,9.0,1.0,3.0,5.0,4.0,5.0,2.0,5.0,10.0,10.0,10.0,7.0,2.0,3.0,10.0,3.0,10.0,10.0,10.0,10.0,5.0,5.0,8.0,2.0,8.0,10.0,8.0,7.0,9.0,15.0,15.0,30.0,15.0,15.0,10.0,6.882352941176471,7.0588235294117645,7.117647058823529,6.823529411764706,7.0588235294117645,6.882352941176471,0.2777777777777778,0.1875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
352,3,2.0,18,0,29.0,9.0,6.0,6.0,4.0,3.0,8.0,5.0,10.0,10.0,10.0,10.0,8.0,4.0,5.0,5.0,8.0,9.0,9.0,10.0,10.0,7.0,7.0,9.0,5.0,9.0,10.0,9.0,9.0,8.0,20.0,20.0,20.0,10.0,10.0,20.0,7.388888888888889,7.222222222222222,7.5,7.222222222222222,6.555555555555555,7.555555555555555,0.16666666666666666,0.2777777777777778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
353,1,1.0,18,0,25.0,9.0,7.0,7.0,2.0,1.0,3.0,4.0,5.0,8.0,9.0,9.0,8.0,8.0,5.0,6.0,4.0,9.0,9.0,8.0,9.0,8.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,15.0,10.0,25.0,25.0,10.0,15.0,5.875,6.625,7.125,6.0,6.1875,6.0,0.05555555555555555,0.2777777777777778,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
354,8,1.0,18,0,22.0,3.0,9.0,8.0,6.0,1.0,10.0,10.0,10.0,10.0,8.0,8.0,1.0,1.0,1.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,7.0,12.0,7.0,7.0,8.0,10.0,8.0,20.0,10.0,20.0,20.0,20.0,10.0,5.470588235294118,9.294117647058824,8.058823529411764,7.529411764705882,7.1875,6.823529411764706,0.4444444444444444,0.6666666666666666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
355,1,1.0,18,0,24.0,3.0,10.0,2.0,4.0,3.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,7.0,2.0,6.0,10.0,8.0,8.0,8.0,50.0,20.0,10.0,5.0,10.0,5.0,6.8,7.4,7.6,7.6,7.4,7.066666666666666,0.05555555555555555,0.1111111111111111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
356,1,1.0,18,0,27.0,3.0,2.0,4.0,7.0,2.0,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0,4.0,1.0,7.0,10.0,9.0,8.0,6.0,15.0,25.0,20.0,20.0,0.0,20.0,5.444444444444445,7.0,6.888888888888889,5.777777777777778,6.666666666666667,5.666666666666667,0.05555555555555555,0.05555555555555555,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
357,3,1.0,18,0,27.0,9.0,10.0,10.0,4.0,2.0,2.0,6.0,10.0,10.0,10.0,10.0,8.0,1.0,7.0,10.0,6.0,10.0,8.0,7.0,7.0,8.0,1.0,1.0,1.0,6.0,10.0,7.0,7.0,6.0,15.0,20.0,20.0,20.0,20.0,5.0,5.0588235294117645,7.176470588235294,7.294117647058823,5.294117647058823,6.0,4.3076923076923075,0.16666666666666666,0.05555555555555555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
358,2,1.0,18,0,26.0,8.0,1.0,1.0,5.0,3.0,6.0,2.0,7.0,10.0,4.0,5.0,2.0,4.0,9.0,9.0,6.0,5.0,8.0,4.0,5.0,7.0,3.0,5.0,2.0,8.0,7.0,8.0,8.0,7.0,20.0,10.0,25.0,25.0,10.0,10.0,7.117647058823529,7.529411764705882,7.588235294117647,7.235294117647059,7.352941176470588,6.705882352941177,0.1111111111111111,0.1111111111111111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
359,3,2.0,18,0,26.0,6.0,1.0,5.0,6.0,3.0,2.0,1.0,1.0,7.0,2.0,2.0,6.0,8.0,1.0,10.0,3.0,7.0,8.0,8.0,8.0,1.0,4.0,2.0,2.0,7.0,10.0,9.0,2.0,8.0,9.0,17.0,23.0,15.0,14.0,22.0,6.6875,6.4375,6.818181818181818,6.090909090909091,5.333333333333333,3.7857142857142856,0.16666666666666666,0.1111111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
360,4,2.0,18,0,24.0,3.0,8.0,4.0,6.0,2.0,9.0,7.0,6.0,9.0,7.0,8.0,9.0,9.0,1.0,7.0,6.0,7.0,7.0,10.0,10.0,7.0,8.0,7.0,3.0,8.0,10.0,8.0,8.0,8.0,20.0,30.0,10.0,10.0,10.0,20.0,6.3125,6.375,6.25,5.625,6.1875,4.9375,0.2222222222222222,0.16666666666666666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
361,1,2.0,20,1,34.0,1.0,5.0,5.0,6.0,6.0,3.0,1.0,3.0,5.0,9.0,10.0,3.0,3.0,4.0,10.0,6.0,8.0,9.0,7.0,7.0,3.0,2.0,5.0,4.0,7.0,7.0,7.0,5.0,9.0,30.0,20.0,30.0,5.0,5.0,10.0,7.805555555555555,9.055555555555555,8.36111111111111,7.055555555555555,7.444444444444445,5.777777777777778,0.05,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
362,5,1.0,20,1,30.0,1.0,1.0,1.0,4.0,3.0,8.0,2.0,1.0,9.0,6.0,6.0,6.0,4.0,7.0,6.0,4.0,6.0,6.0,6.0,6.0,7.0,2.0,9.0,7.0,7.0,7.0,8.0,9.0,8.0,20.51,14.53,24.79,17.09,5.98,17.09,7.0,7.722222222222222,7.666666666666667,7.166666666666667,7.166666666666667,7.222222222222222,0.25,0.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
363,2,3.0,20,1,23.0,5.0,1.0,1.0,6.0,2.0,3.0,3.0,9.0,10.0,4.0,5.0,8.0,6.0,9.0,7.0,5.0,5.0,8.0,7.0,5.0,8.0,5.0,7.0,4.0,5.0,7.0,8.0,8.0,3.0,25.0,20.0,20.0,20.0,5.0,10.0,5.947368421052632,7.157894736842105,7.105263157894737,6.473684210526316,6.842105263157895,5.684210526315789,0.1,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
364,6,3.0,20,1,27.0,8.0,6.0,2.0,4.0,2.0,9.0,7.0,9.0,9.0,4.0,3.0,3.0,5.0,1.0,9.0,5.0,4.0,7.0,5.0,6.0,8.0,1.0,6.0,5.0,8.0,8.0,9.0,8.0,9.0,25.0,25.0,25.0,15.0,10.0,0.0,7.15,8.25,8.4,7.6,8.5,7.0,0.3,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
365,1,1.0,20,1,30.0,8.0,1.0,1.0,2.0,1.0,7.0,3.0,3.0,9.0,9.0,10.0,8.0,4.0,8.0,8.0,1.0,5.0,7.0,9.0,10.0,5.0,5.0,8.0,5.0,8.0,2.0,9.0,9.0,9.0,31.58,10.53,15.79,21.05,10.53,10.53,6.050000000000001,6.944444444444445,7.166666666666667,6.555555555555555,6.388888888888889,5.444444444444445,0.05,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
366,10,1.0,20,1,27.0,8.0,4.0,6.0,4.0,1.0,6.0,6.0,4.0,8.0,9.0,9.0,7.0,6.0,8.0,9.0,4.0,6.0,7.0,10.0,10.0,8.0,6.0,5.0,5.0,6.0,8.0,8.0,9.0,10.0,14.0,18.0,17.0,16.0,15.0,20.0,6.947368421052632,7.368421052631579,7.368421052631579,7.105263157894737,6.7368421052631575,6.526315789473684,0.5,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
367,4,3.0,20,1,27.0,13.0,6.0,3.0,4.0,1.0,6.0,7.0,8.0,8.0,5.0,5.0,3.0,4.0,8.0,5.0,6.0,3.0,3.0,7.0,8.0,7.0,2.0,8.0,3.0,7.0,7.0,7.0,8.0,5.0,30.0,15.0,20.0,25.0,5.0,5.0,6.333333333333333,6.888888888888889,6.722222222222222,6.333333333333333,6.388888888888889,6.277777777777778,0.2,0.15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
368,6,1.0,20,1,24.0,13.0,1.0,1.0,4.0,2.0,4.0,6.0,4.0,8.0,9.0,7.0,3.0,8.0,9.0,9.0,9.0,7.0,9.0,8.0,9.0,8.0,4.0,4.0,3.0,6.0,8.0,8.0,8.0,7.0,20.0,10.0,25.0,20.0,10.0,15.0,7.25,7.8125,7.8125,7.625,7.1875,6.9375,0.3,0.15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
369,8,2.0,20,1,25.0,3.0,1.0,8.0,5.0,3.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,7.0,5.0,6.0,9.0,10.0,9.0,7.0,17.0,18.0,28.0,27.0,5.0,5.0,7.866666666666666,7.933333333333334,8.8,6.933333333333334,7.133333333333334,5.4,0.4,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
370,1,3.0,20,1,28.0,8.0,7.0,4.0,4.0,1.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,2.0,8.0,6.0,9.0,9.0,9.0,50.0,10.0,10.0,10.0,10.0,10.0,5.5,7.5,7.055555555555555,5.611111111111111,6.444444444444445,4.277777777777778,0.05,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
371,4,5.0,20,1,27.0,8.0,3.0,1.0,7.0,1.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,7.0,10.0,8.0,10.0,10.0,10.0,40.0,0.0,10.0,50.0,0.0,0.0,5.684210526315789,7.7894736842105265,7.105263157894737,4.526315789473684,5.894736842105263,4.947368421052632,0.2,0.35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
372,3,2.0,20,1,27.0,8.0,9.0,7.0,5.0,2.0,9.0,10.0,8.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,6.0,8.0,6.0,7.0,7.0,4.0,2.0,5.0,3.0,7.0,8.0,9.0,8.0,8.0,30.0,15.0,15.0,20.0,5.0,15.0,6.722222222222222,7.555555555555555,7.352941176470588,5.823529411764706,5.882352941176471,4.928571428571429,0.15,0.15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
373,4,2.0,20,1,29.0,8.0,3.0,1.0,5.0,2.0,7.0,5.0,8.0,8.0,7.0,6.0,3.0,5.0,9.0,8.0,2.0,3.0,4.0,5.0,9.0,8.0,2.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,75.0,5.0,5.0,10.0,0.0,5.0,7.470588235294118,7.9411764705882355,8.705882352941176,8.117647058823529,7.705882352941177,6.875,0.2,0.15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
374,1,2.0,20,1,30.0,8.0,6.0,6.0,4.0,2.0,10.0,10.0,8.0,7.0,8.0,8.0,5.0,5.0,6.0,5.0,6.0,9.0,10.0,9.0,8.0,4.0,4.0,7.0,2.0,6.0,7.0,7.0,6.0,7.0,50.0,10.0,10.0,10.0,5.0,15.0,6.15,5.55,5.5,4.9,5.0,5.2,0.05,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
375,3,1.0,20,1,27.0,8.0,3.0,2.0,3.0,1.0,9.0,8.0,5.0,8.0,4.0,4.0,2.0,2.0,7.0,5.0,6.0,5.0,6.0,3.0,6.0,7.0,3.0,5.0,6.0,8.0,9.0,8.0,9.0,9.0,30.0,20.0,15.0,15.0,8.0,12.0,4.2105263157894735,6.0,6.0,4.947368421052632,5.368421052631579,4.0,0.15,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
376,2,2.0,20,1,25.0,8.0,10.0,7.0,5.0,2.0,4.0,1.0,4.0,10.0,5.0,6.0,7.0,7.0,3.0,3.0,9.0,7.0,9.0,5.0,6.0,9.0,5.0,5.0,1.0,6.0,10.0,9.0,8.0,10.0,30.0,10.0,15.0,20.0,15.0,10.0,6.7894736842105265,8.947368421052632,7.631578947368421,6.2631578947368425,6.842105263157895,6.2631578947368425,0.1,0.05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
377,1,1.0,20,1,26.0,8.0,3.0,2.0,5.0,1.0,7.0,9.0,6.0,6.0,3.0,3.0,1.0,7.0,8.0,6.0,8.0,5.0,8.0,7.0,8.0,6.0,2.0,6.0,2.0,7.0,8.0,7.0,8.0,7.0,25.0,20.0,10.0,20.0,15.0,10.0,6.666666666666667,7.611111111111111,7.611111111111111,6.722222222222222,7.166666666666667,4.5,0.05,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
378,1,6.0,20,1,29.0,8.0,3.0,2.0,5.0,2.0,9.0,5.0,10.0,5.0,4.0,4.0,2.0,1.0,8.0,7.0,3.0,3.0,8.0,5.0,8.0,5.0,2.0,6.0,3.0,6.0,7.0,9.0,7.0,7.0,25.0,15.0,20.0,20.0,10.0,10.0,6.2631578947368425,7.684210526315789,6.526315789473684,6.315789473684211,6.578947368421052,4.578947368421052,0.05,0.15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
